"berkas_citra","nama"
"../test/47__F_Right_middle_finger.BMP","Daniel Harding"
"../test/47__F_Right_little_finger.BMP","Daniel Harding"
"../test/47__F_Left_little_finger.BMP","Daniel Harding"
"../test/47__F_Left_middle_finger.BMP","Daniel Harding"
"../test/47__F_Left_index_finger.BMP","Daniel Harding"
"../test/47__F_Right_ring_finger.BMP","Daniel Harding"
"../test/48__F_Right_middle_finger.BMP","Timothy Larsen"
"../test/48__F_Right_little_finger.BMP","Timothy Larsen"
"../test/48__F_Left_ring_finger.BMP","Timothy Larsen"
"../test/48__F_Right_index_finger.BMP","Timothy Larsen"
"../test/48__F_Right_ring_finger.BMP","Timothy Larsen"
"../test/48__F_Left_index_finger.BMP","Timothy Larsen"
"../test/48__F_Right_thumb_finger.BMP","Timothy Larsen"
"../test/48__F_Left_middle_finger.BMP","Timothy Larsen"
"../test/48__F_Left_thumb_finger.BMP","Timothy Larsen"
"../test/48__F_Left_little_finger.BMP","Timothy Larsen"
"../test/49__M_Right_thumb_finger.BMP","Vernita Long"
"../test/49__M_Left_thumb_finger.BMP","Vernita Long"
"../test/49__M_Right_middle_finger.BMP","Vernita Long"
"../test/49__M_Right_little_finger.BMP","Vernita Long"
"../test/49__M_Left_middle_finger.BMP","Vernita Long"
"../test/49__M_Left_little_finger.BMP","Vernita Long"
"../test/49__M_Right_ring_finger.BMP","Vernita Long"
"../test/49__M_Right_index_finger.BMP","Vernita Long"
"../test/49__M_Left_index_finger.BMP","Vernita Long"
"../test/49__M_Left_ring_finger.BMP","Vernita Long"
"../test/50__M_Right_ring_finger.BMP","Valerie Pharr"
"../test/50__M_Left_index_finger.BMP","Valerie Pharr"
"../test/50__M_Right_index_finger.BMP","Valerie Pharr"
"../test/50__M_Left_ring_finger.BMP","Valerie Pharr"
"../test/50__M_Left_thumb_finger.BMP","Valerie Pharr"
"../test/50__M_Right_thumb_finger.BMP","Valerie Pharr"
"../test/50__M_Left_little_finger.BMP","Valerie Pharr"
"../test/50__M_Right_middle_finger.BMP","Valerie Pharr"
"../test/50__M_Left_middle_finger.BMP","Valerie Pharr"
"../test/50__M_Right_little_finger.BMP","Valerie Pharr"
"../test/51__M_Left_middle_finger.BMP","Cynthia Robinson"
"../test/51__M_Left_little_finger.BMP","Cynthia Robinson"
"../test/51__M_Right_thumb_finger.BMP","Cynthia Robinson"
"../test/51__M_Left_index_finger.BMP","Cynthia Robinson"
"../test/51__M_Right_ring_finger.BMP","Cynthia Robinson"
"../test/51__M_Right_middle_finger.BMP","Cynthia Robinson"
"../test/51__M_Right_little_finger.BMP","Cynthia Robinson"
"../test/51__M_Right_index_finger.BMP","Cynthia Robinson"
"../test/51__M_Left_thumb_finger.BMP","Cynthia Robinson"
"../test/51__M_Left_ring_finger.BMP","Cynthia Robinson"
"../test/52__M_Right_middle_finger.BMP","Florence Epstein"
"../test/52__M_Right_little_finger.BMP","Florence Epstein"
"../test/52__M_Left_thumb_finger.BMP","Florence Epstein"
"../test/52__M_Right_index_finger.BMP","Florence Epstein"
"../test/52__M_Left_little_finger.BMP","Florence Epstein"
"../test/52__M_Left_ring_finger.BMP","Florence Epstein"
"../test/52__M_Left_middle_finger.BMP","Florence Epstein"
"../test/52__M_Right_ring_finger.BMP","Florence Epstein"
"../test/52__M_Left_index_finger.BMP","Florence Epstein"
"../test/52__M_Right_thumb_finger.BMP","Florence Epstein"
"../test/53__M_Left_thumb_finger.BMP","Andrea Burch"
"../test/53__M_Right_thumb_finger.BMP","Andrea Burch"
"../test/53__M_Left_ring_finger.BMP","Andrea Burch"
"../test/53__M_Right_middle_finger.BMP","Andrea Burch"
"../test/53__M_Left_middle_finger.BMP","Andrea Burch"
"../test/53__M_Right_little_finger.BMP","Andrea Burch"
"../test/53__M_Left_little_finger.BMP","Andrea Burch"
"../test/53__M_Right_index_finger.BMP","Andrea Burch"
"../test/53__M_Left_index_finger.BMP","Andrea Burch"
"../test/53__M_Right_ring_finger.BMP","Andrea Burch"
"../test/54__M_Right_ring_finger.BMP","Steven Goodwill"
"../test/54__M_Right_thumb_finger.BMP","Steven Goodwill"
"../test/54__M_Left_index_finger.BMP","Steven Goodwill"
"../test/54__M_Left_ring_finger.BMP","Steven Goodwill"
"../test/54__M_Right_little_finger.BMP","Steven Goodwill"
"../test/54__M_Left_little_finger.BMP","Steven Goodwill"
"../test/54__M_Right_middle_finger.BMP","Steven Goodwill"
"../test/54__M_Left_middle_finger.BMP","Steven Goodwill"
"../test/54__M_Left_thumb_finger.BMP","Steven Goodwill"
"../test/54__M_Right_index_finger.BMP","Steven Goodwill"
"../test/55__M_Right_little_finger.BMP","Mary Walden"
"../test/55__M_Right_middle_finger.BMP","Mary Walden"
"../test/55__M_Right_index_finger.BMP","Mary Walden"
"../test/55__M_Left_index_finger.BMP","Mary Walden"
"../test/55__M_Right_ring_finger.BMP","Mary Walden"
"../test/55__M_Left_middle_finger.BMP","Mary Walden"
"../test/55__M_Left_little_finger.BMP","Mary Walden"
"../test/55__M_Right_thumb_finger.BMP","Mary Walden"
"../test/55__M_Left_thumb_finger.BMP","Mary Walden"
"../test/55__M_Left_ring_finger.BMP","Mary Walden"
"../test/56__F_Right_thumb_finger.BMP","Janice Griffo"
"../test/56__F_Left_index_finger.BMP","Janice Griffo"
"../test/56__F_Left_middle_finger.BMP","Janice Griffo"
"../test/56__F_Left_little_finger.BMP","Janice Griffo"
"../test/56__F_Right_ring_finger.BMP","Janice Griffo"
"../test/56__F_Right_index_finger.BMP","Janice Griffo"
"../test/56__F_Right_little_finger.BMP","Janice Griffo"
"../test/56__F_Right_middle_finger.BMP","Janice Griffo"
"../test/56__F_Left_ring_finger.BMP","Janice Griffo"
"../test/56__F_Left_thumb_finger.BMP","Janice Griffo"
"../test/57__M_Right_index_finger.BMP","James Vazquez"
"../test/57__M_Left_thumb_finger.BMP","James Vazquez"
"../test/57__M_Left_ring_finger.BMP","James Vazquez"
"../test/57__M_Right_thumb_finger.BMP","James Vazquez"
"../test/57__M_Left_index_finger.BMP","James Vazquez"
"../test/57__M_Right_ring_finger.BMP","James Vazquez"
"../test/57__M_Right_little_finger.BMP","James Vazquez"
"../test/57__M_Left_middle_finger.BMP","James Vazquez"
"../test/57__M_Right_middle_finger.BMP","James Vazquez"
"../test/57__M_Left_little_finger.BMP","James Vazquez"
"../test/58__M_Right_ring_finger.BMP","Michell Threatt"
"../test/58__M_Left_index_finger.BMP","Michell Threatt"
"../test/58__M_Right_index_finger.BMP","Michell Threatt"
"../test/58__M_Left_ring_finger.BMP","Michell Threatt"
"../test/58__M_Right_little_finger.BMP","Michell Threatt"
"../test/58__M_Right_middle_finger.BMP","Michell Threatt"
"../test/58__M_Left_thumb_finger.BMP","Michell Threatt"
"../test/58__M_Right_thumb_finger.BMP","Michell Threatt"
"../test/58__M_Left_little_finger.BMP","Michell Threatt"
"../test/58__M_Left_middle_finger.BMP","Michell Threatt"
"../test/59__F_Right_little_finger.BMP","Stephen Thomas"
"../test/59__F_Right_thumb_finger.BMP","Stephen Thomas"
"../test/59__F_Right_middle_finger.BMP","Stephen Thomas"
"../test/59__F_Left_thumb_finger.BMP","Stephen Thomas"
"../test/59__F_Left_little_finger.BMP","Stephen Thomas"
"../test/59__F_Left_middle_finger.BMP","Stephen Thomas"
"../test/59__F_Right_index_finger.BMP","Stephen Thomas"
"../test/59__F_Right_ring_finger.BMP","Stephen Thomas"
"../test/59__F_Left_ring_finger.BMP","Stephen Thomas"
"../test/59__F_Left_index_finger.BMP","Stephen Thomas"
"../test/60__M_Right_little_finger.BMP","Juan Montes"
"../test/60__M_Left_thumb_finger.BMP","Juan Montes"
"../test/60__M_Right_thumb_finger.BMP","Juan Montes"
"../test/60__M_Right_middle_finger.BMP","Juan Montes"
"../test/60__M_Left_little_finger.BMP","Juan Montes"
"../test/60__M_Left_middle_finger.BMP","Juan Montes"
"../test/60__M_Left_index_finger.BMP","Juan Montes"
"../test/60__M_Right_index_finger.BMP","Juan Montes"
"../test/60__M_Right_ring_finger.BMP","Juan Montes"
"../test/60__M_Left_ring_finger.BMP","Juan Montes"
"../test/61__M_Right_little_finger.BMP","Elvin Snoke"
"../test/61__M_Left_thumb_finger.BMP","Elvin Snoke"
"../test/61__M_Right_index_finger.BMP","Elvin Snoke"
"../test/61__M_Left_ring_finger.BMP","Elvin Snoke"
"../test/61__M_Right_middle_finger.BMP","Elvin Snoke"
"../test/61__M_Left_middle_finger.BMP","Elvin Snoke"
"../test/61__M_Left_little_finger.BMP","Elvin Snoke"
"../test/61__M_Right_ring_finger.BMP","Elvin Snoke"
"../test/61__M_Left_index_finger.BMP","Elvin Snoke"
"../test/61__M_Right_thumb_finger.BMP","Elvin Snoke"
"../test/62__M_Left_little_finger.BMP","Elvira Driscoll"
"../test/62__M_Left_ring_finger.BMP","Elvira Driscoll"
"../test/62__M_Left_middle_finger.BMP","Elvira Driscoll"
"../test/62__M_Left_index_finger.BMP","Elvira Driscoll"
"../test/62__M_Right_thumb_finger.BMP","Elvira Driscoll"
"../test/62__M_Right_ring_finger.BMP","Elvira Driscoll"
"../test/62__M_Right_little_finger.BMP","Elvira Driscoll"
"../test/62__M_Left_thumb_finger.BMP","Elvira Driscoll"
"../test/62__M_Right_index_finger.BMP","Elvira Driscoll"
"../test/62__M_Right_middle_finger.BMP","Elvira Driscoll"
"../test/63__M_Right_ring_finger.BMP","Bessie Brimage"
"../test/63__M_Right_index_finger.BMP","Bessie Brimage"
"../test/63__M_Left_index_finger.BMP","Bessie Brimage"
"../test/63__M_Left_ring_finger.BMP","Bessie Brimage"
"../test/63__M_Right_thumb_finger.BMP","Bessie Brimage"
"../test/63__M_Right_little_finger.BMP","Bessie Brimage"
"../test/63__M_Right_middle_finger.BMP","Bessie Brimage"
"../test/63__M_Left_thumb_finger.BMP","Bessie Brimage"
"../test/63__M_Left_middle_finger.BMP","Bessie Brimage"
"../test/63__M_Left_little_finger.BMP","Bessie Brimage"
"../test/64__M_Left_thumb_finger.BMP","Charles Barth"
"../test/64__M_Right_index_finger.BMP","Charles Barth"
"../test/64__M_Left_index_finger.BMP","Charles Barth"
"../test/64__M_Right_middle_finger.BMP","Charles Barth"
"../test/64__M_Right_thumb_finger.BMP","Charles Barth"
"../test/64__M_Right_little_finger.BMP","Charles Barth"
"../test/64__M_Right_ring_finger.BMP","Charles Barth"
"../test/64__M_Left_little_finger.BMP","Charles Barth"
"../test/64__M_Left_middle_finger.BMP","Charles Barth"
"../test/64__M_Left_ring_finger.BMP","Charles Barth"
"../test/65__M_Left_middle_finger.BMP","Byron Lyon"
"../test/65__M_Left_little_finger.BMP","Byron Lyon"
"../test/65__M_Left_ring_finger.BMP","Byron Lyon"
"../test/65__M_Right_thumb_finger.BMP","Byron Lyon"
"../test/65__M_Left_thumb_finger.BMP","Byron Lyon"
"../test/65__M_Right_ring_finger.BMP","Byron Lyon"
"../test/65__M_Right_middle_finger.BMP","Byron Lyon"
"../test/65__M_Right_index_finger.BMP","Byron Lyon"
"../test/65__M_Left_index_finger.BMP","Byron Lyon"
"../test/65__M_Right_little_finger.BMP","Byron Lyon"
"../test/66__F_Right_index_finger.BMP","Kelly Chatman"
"../test/66__F_Right_middle_finger.BMP","Kelly Chatman"
"../test/66__F_Left_thumb_finger.BMP","Kelly Chatman"
"../test/66__F_Left_ring_finger.BMP","Kelly Chatman"
"../test/66__F_Right_little_finger.BMP","Kelly Chatman"
"../test/66__F_Right_thumb_finger.BMP","Kelly Chatman"
"../test/66__F_Right_ring_finger.BMP","Kelly Chatman"
"../test/66__F_Left_middle_finger.BMP","Kelly Chatman"
"../test/66__F_Left_little_finger.BMP","Kelly Chatman"
"../test/66__F_Left_index_finger.BMP","Kelly Chatman"
"../test/67__F_Left_little_finger.BMP","Ed Stamps"
"../test/67__F_Right_middle_finger.BMP","Ed Stamps"
"../test/67__F_Left_thumb_finger.BMP","Ed Stamps"
"../test/67__F_Left_middle_finger.BMP","Ed Stamps"
"../test/67__F_Right_little_finger.BMP","Ed Stamps"
"../test/67__F_Right_thumb_finger.BMP","Ed Stamps"
"../test/67__F_Left_index_finger.BMP","Ed Stamps"
"../test/67__F_Right_ring_finger.BMP","Ed Stamps"
"../test/67__F_Left_ring_finger.BMP","Ed Stamps"
"../test/67__F_Right_index_finger.BMP","Ed Stamps"
"../test/68__M_Right_thumb_finger.BMP","April Mercado"
"../test/68__M_Left_thumb_finger.BMP","April Mercado"
"../test/68__M_Left_little_finger.BMP","April Mercado"
"../test/68__M_Left_middle_finger.BMP","April Mercado"
"../test/68__M_Right_middle_finger.BMP","April Mercado"
"../test/68__M_Left_ring_finger.BMP","April Mercado"
"../test/68__M_Right_little_finger.BMP","April Mercado"
"../test/68__M_Left_index_finger.BMP","April Mercado"
"../test/68__M_Right_index_finger.BMP","April Mercado"
"../test/68__M_Right_ring_finger.BMP","April Mercado"
"../test/69__M_Left_ring_finger.BMP","Sarah Moffett"
"../test/69__M_Right_index_finger.BMP","Sarah Moffett"
"../test/69__M_Left_thumb_finger.BMP","Sarah Moffett"
"../test/69__M_Left_middle_finger.BMP","Sarah Moffett"
"../test/69__M_Left_little_finger.BMP","Sarah Moffett"
"../test/69__M_Right_ring_finger.BMP","Sarah Moffett"
"../test/69__M_Right_middle_finger.BMP","Sarah Moffett"
"../test/69__M_Right_thumb_finger.BMP","Sarah Moffett"
"../test/69__M_Right_little_finger.BMP","Sarah Moffett"
"../test/69__M_Left_index_finger.BMP","Sarah Moffett"
"../test/70__M_Left_little_finger.BMP","Adam Fernandez"
"../test/70__M_Left_middle_finger.BMP","Adam Fernandez"
"../test/70__M_Right_middle_finger.BMP","Adam Fernandez"
"../test/70__M_Right_little_finger.BMP","Adam Fernandez"
"../test/70__M_Right_ring_finger.BMP","Adam Fernandez"
"../test/70__M_Right_thumb_finger.BMP","Adam Fernandez"
"../test/70__M_Left_index_finger.BMP","Adam Fernandez"
"../test/70__M_Left_ring_finger.BMP","Adam Fernandez"
"../test/70__M_Right_index_finger.BMP","Adam Fernandez"
"../test/70__M_Left_thumb_finger.BMP","Adam Fernandez"
"../test/71__M_Left_ring_finger.BMP","Eric Padgett"
"../test/71__M_Right_index_finger.BMP","Eric Padgett"
"../test/71__M_Left_index_finger.BMP","Eric Padgett"
"../test/71__M_Right_middle_finger.BMP","Eric Padgett"
"../test/71__M_Right_ring_finger.BMP","Eric Padgett"
"../test/71__M_Right_little_finger.BMP","Eric Padgett"
"../test/71__M_Right_thumb_finger.BMP","Eric Padgett"
"../test/71__M_Left_thumb_finger.BMP","Eric Padgett"
"../test/71__M_Left_middle_finger.BMP","Eric Padgett"
"../test/71__M_Left_little_finger.BMP","Eric Padgett"
"../test/72__M_Left_thumb_finger.BMP","Elizabeth Styons"
"../test/72__M_Right_thumb_finger.BMP","Elizabeth Styons"
"../test/72__M_Left_little_finger.BMP","Elizabeth Styons"
"../test/72__M_Left_ring_finger.BMP","Elizabeth Styons"
"../test/72__M_Left_middle_finger.BMP","Elizabeth Styons"
"../test/72__M_Right_ring_finger.BMP","Elizabeth Styons"
"../test/72__M_Right_middle_finger.BMP","Elizabeth Styons"
"../test/72__M_Right_little_finger.BMP","Elizabeth Styons"
"../test/72__M_Left_index_finger.BMP","Elizabeth Styons"
"../test/72__M_Right_index_finger.BMP","Elizabeth Styons"
"../test/73__M_Left_thumb_finger.BMP","Melanie Gay"
"../test/73__M_Right_index_finger.BMP","Melanie Gay"
"../test/73__M_Left_middle_finger.BMP","Melanie Gay"
"../test/73__M_Left_little_finger.BMP","Melanie Gay"
"../test/73__M_Left_index_finger.BMP","Melanie Gay"
"../test/73__M_Left_ring_finger.BMP","Melanie Gay"
"../test/73__M_Right_thumb_finger.BMP","Melanie Gay"
"../test/73__M_Right_middle_finger.BMP","Melanie Gay"
"../test/73__M_Right_ring_finger.BMP","Melanie Gay"
"../test/73__M_Right_little_finger.BMP","Melanie Gay"
"../test/74__F_Right_index_finger.BMP","Lucy Contos"
"../test/74__F_Left_thumb_finger.BMP","Lucy Contos"
"../test/74__F_Right_thumb_finger.BMP","Lucy Contos"
"../test/74__F_Left_middle_finger.BMP","Lucy Contos"
"../test/74__F_Left_little_finger.BMP","Lucy Contos"
"../test/74__F_Left_ring_finger.BMP","Lucy Contos"
"../test/74__F_Left_index_finger.BMP","Lucy Contos"
"../test/74__F_Right_little_finger.BMP","Lucy Contos"
"../test/74__F_Right_middle_finger.BMP","Lucy Contos"
"../test/74__F_Right_ring_finger.BMP","Lucy Contos"
"../test/75__F_Left_little_finger.BMP","Latoya Mentzer"
"../test/75__F_Left_thumb_finger.BMP","Latoya Mentzer"
"../test/75__F_Left_middle_finger.BMP","Latoya Mentzer"
"../test/75__F_Left_ring_finger.BMP","Latoya Mentzer"
"../test/75__F_Right_thumb_finger.BMP","Latoya Mentzer"
"../test/75__F_Right_little_finger.BMP","Latoya Mentzer"
"../test/75__F_Right_ring_finger.BMP","Latoya Mentzer"
"../test/75__F_Right_middle_finger.BMP","Latoya Mentzer"
"../test/75__F_Left_index_finger.BMP","Latoya Mentzer"
"../test/75__F_Right_index_finger.BMP","Latoya Mentzer"
"../test/76__F_Left_index_finger.BMP","Anthony Trejo"
"../test/76__F_Left_ring_finger.BMP","Anthony Trejo"
"../test/76__F_Right_ring_finger.BMP","Anthony Trejo"
"../test/76__F_Right_little_finger.BMP","Anthony Trejo"
"../test/76__F_Right_middle_finger.BMP","Anthony Trejo"
"../test/76__F_Right_index_finger.BMP","Anthony Trejo"
"../test/76__F_Left_middle_finger.BMP","Anthony Trejo"
"../test/76__F_Left_thumb_finger.BMP","Anthony Trejo"
"../test/76__F_Left_little_finger.BMP","Anthony Trejo"
"../test/76__F_Right_thumb_finger.BMP","Anthony Trejo"
"../test/77__M_Left_middle_finger.BMP","Gregory Hill"
"../test/77__M_Left_little_finger.BMP","Gregory Hill"
"../test/77__M_Left_thumb_finger.BMP","Gregory Hill"
"../test/77__M_Right_thumb_finger.BMP","Gregory Hill"
"../test/77__M_Right_little_finger.BMP","Gregory Hill"
"../test/77__M_Right_middle_finger.BMP","Gregory Hill"
"../test/77__M_Right_index_finger.BMP","Gregory Hill"
"../test/77__M_Left_index_finger.BMP","Gregory Hill"
"../test/77__M_Left_ring_finger.BMP","Gregory Hill"
"../test/77__M_Right_ring_finger.BMP","Gregory Hill"
"../test/78__F_Right_thumb_finger.BMP","Teresa Stewart"
"../test/78__F_Left_thumb_finger.BMP","Teresa Stewart"
"../test/78__F_Left_middle_finger.BMP","Teresa Stewart"
"../test/78__F_Left_little_finger.BMP","Teresa Stewart"
"../test/78__F_Right_index_finger.BMP","Teresa Stewart"
"../test/78__F_Left_ring_finger.BMP","Teresa Stewart"
"../test/78__F_Left_index_finger.BMP","Teresa Stewart"
"../test/78__F_Right_little_finger.BMP","Teresa Stewart"
"../test/78__F_Right_ring_finger.BMP","Teresa Stewart"
"../test/78__F_Right_middle_finger.BMP","Teresa Stewart"
"../test/79__M_Right_index_finger.BMP","Kenneth Glandon"
"../test/79__M_Left_index_finger.BMP","Kenneth Glandon"
"../test/79__M_Right_ring_finger.BMP","Kenneth Glandon"
"../test/79__M_Left_ring_finger.BMP","Kenneth Glandon"
"../test/79__M_Right_thumb_finger.BMP","Kenneth Glandon"
"../test/79__M_Left_thumb_finger.BMP","Kenneth Glandon"
"../test/79__M_Right_little_finger.BMP","Kenneth Glandon"
"../test/79__M_Right_middle_finger.BMP","Kenneth Glandon"
"../test/79__M_Left_middle_finger.BMP","Kenneth Glandon"
"../test/79__M_Left_little_finger.BMP","Kenneth Glandon"
"../test/80__M_Left_ring_finger.BMP","Tami Nelson"
"../test/80__M_Left_index_finger.BMP","Tami Nelson"
"../test/80__M_Right_index_finger.BMP","Tami Nelson"
"../test/80__M_Right_ring_finger.BMP","Tami Nelson"
"../test/80__M_Right_little_finger.BMP","Tami Nelson"
"../test/80__M_Right_middle_finger.BMP","Tami Nelson"
"../test/80__M_Left_little_finger.BMP","Tami Nelson"
"../test/80__M_Left_middle_finger.BMP","Tami Nelson"
"../test/80__M_Left_thumb_finger.BMP","Tami Nelson"
"../test/80__M_Right_thumb_finger.BMP","Tami Nelson"
"../test/81__F_Left_thumb_finger.BMP","Carole Serrata"
"../test/81__F_Left_little_finger.BMP","Carole Serrata"
"../test/81__F_Left_middle_finger.BMP","Carole Serrata"
"../test/81__F_Right_little_finger.BMP","Carole Serrata"
"../test/81__F_Right_middle_finger.BMP","Carole Serrata"
"../test/81__F_Right_thumb_finger.BMP","Carole Serrata"
"../test/81__F_Left_index_finger.BMP","Carole Serrata"
"../test/81__F_Right_ring_finger.BMP","Carole Serrata"
"../test/81__F_Right_index_finger.BMP","Carole Serrata"
"../test/81__F_Left_ring_finger.BMP","Carole Serrata"
"../test/82__M_Left_thumb_finger.BMP","Marsha Erickson"
"../test/82__M_Right_index_finger.BMP","Marsha Erickson"
